textID	 # words 	genre	year	title	author	source
28050	 2,761 	FIC	2005	Decipher /	Pavlou, Stel. 	New York : St. Martin's Paperbacks, Edition: St. Martin's Paperbacks ed.
26850	 982 	FIC	2005	Life goes on : a Harmony novel /	Gulley, Philip. 	[San Francisco] :; HarperSanFrancisco, Edition: 1st HarperCollins pbk. ed.
50150	 11,018 	FIC	2005	Hero, the Movie: What's Left When You've Already Saved the World?	Bruce McAllister	Fantasy &amp; Science Fiction:Jul 2005:. Vol. 109, Iss. 1;  pg. 130, 29 pgs:
27950	 3,658 	FIC	2006	Ghetto princess /	Edwards, Mia. 	New York : St. Martin's ; Godalming : Melia [distributor],
29050	 2,559 	FIC	2006	When Madeline was young : a novel /	Hamilton, Jane, 1957 July 13- 	New York :; Doubleday, Edition: 1st ed.
28350	 1,900 	FIC	2006	The ghost orchid : a novel /	Goodman, Carol. 	New York :; Ballantine Books, Edition: 1st ed.
32050	 2,532 	FIC	2006	Sightseeing : stories /	Lapcharoensap, Rattawut. 	New York : Grove Press, Edition: 1st Grove Press paperback ed.
33550	 959 	FIC	2007	And then he kissed her /	Guhrke, Laura Lee. 	New York : Avon ; Enfield : Publishers Group UK [distributor],
33650	 809 	FIC	2007	The mysterious Benedict Society /	Stewart, Trenton Lee.  Ellis, Carson,; 1975- ; (Illustrator)	New York : Little, Brown, Edition: 1st ed.
33750	 957 	FIC	2007	Laced : a Regan Reilly mystery /	Clark, Carol Higgins. 	New York :; Scribner, Edition: 1st Scribner hardcover ed.
34050	 3,096 	FIC	2007	Prince of thieves : a novel.	Hogan, Chuck 	New York : Scribner,
52150	 1,987 	FIC	2007	A Little Death	Cheuse, Alan	Southern Review:Summer 2007:. Vol. 43, Iss. 3;  pg. 692, 9 pgs:
36150	 999 	FIC	2008	Anathem	Stephenson, Neal.	New York, NY : William Morrow,Edition: 1st ed.
36250	 1,524 	FIC	2008	Mage-Guard of Hamor	Modesitt, L. E.	New York : Tor,Edition: 1st ed.
36350	 2,498 	FIC	2009	Shanghai girls :a novel	See, Lisa.	New York : Random House,Edition: 1st ed.
36450	 1,713 	FIC	2009	A flickering light :a novel	Kirkpatrick, Jane, 1946-	Colorado Springs, Colo. : Waterbrook Press,Edition: 1st ed.
36550	 2,562 	FIC	2009	Under her skin	Mallery, Susan.	Don Mills, Ont. : HQN,
36650	 1,863 	FIC	2009	Where it lies	Egan, K. J.	New York : Minotaur Books,Edition: 1st ed.
36750	 2,990 	FIC	2009	Playing dirty	Swinson, Kiki.	New York : Dafina ; London : Turnaround [distributor],
36850	 2,578 	FIC	2009	Rocky Mountain legacy	Richer, Lois.	New York : Steeple Hill,
553350	 11,804 	MAG	1821	Life of Bernardin de St. Pierre		North American Review: July 1821: 200-227
553850	 11,872 	MAG	1827	Conventions for Adopting the Federal Constitution		North American Review: October 1827: 249-278
554050	 5,199 	MAG	1830	The North American review. / Volume 30, Issue 67, miscellaneous front pages		North American Review: April 1830: RA03-RA04
563750	 2,288 	MAG	1831	Letters from Ohio	W.	New England Magazine: July 1831: 30-34
554250	 9,693 	MAG	1834	Hutchinson's Third Volume		North American Review: January 1834: 134-158
554450	 6,299 	MAG	1837	Everett's orations and Speeches		North American Review: January 1837: 138-153
586150	 14,667 	MAG	1838	Aaron Burr		US Democratic Review: January 1838: 221-250
554750	 14,527 	MAG	1839	Cooper's Naval History		North American Review: October 1839: 432-467
554950	 12,246 	MAG	1841	Armstrong's Notices of the Last War		North American Review: July 1841: 211-242
555050	 23,129 	MAG	1842	Cleveland's Voyages		North American Review: July 1842: 144-200
555150	 13,252 	MAG	1843	The Independence of the Judiciary		North American Review: October 1843: 400-433
566050	 6,045 	MAG	1851	Sketch of the Life and Character of the Hon. David Daggett		New Englander and Yale Review: May 1851: 296-310
505250	 9,592 	MAG	1855	Dog, Described And Illustrated		Harpers: April 1855: 615-628
590750	 7,155 	MAG	1856	Great Britain and the United States		US Democratic Review: April 1856: 263-280
567050	 13,056 	MAG	1859	Nature and the Supernatural		New Englander and Yale Review: February 1859: 224-259
556850	 6,472 	MAG	1860	Washington's Farewell Address and the Old Philadelphia Bar		North American Review: January 1860: 206-223
507550	 9,168 	MAG	1863	A Trip to Caucasus	Joseph E. Miller	Harpers: May 1863: 792-803
500450	 6,998 	MAG	1863	The Great American Crisis	Stephen Pearl Andrews	Continental Monthly: December 1863: 658-670
528750	 6,489 	MAG	1865	Letter to a Young Housekeeper	C. P. Hawes	Atlantic Monthly: November 1865: 535-545
529650	 7,186 	MAG	1869	Co-operative Housekeeping.  III	Mrs. C. F. Peirce	Atlantic Monthly: January 1869: 29-40
569450	 7,745 	MAG	1873	Doctrinal Creeds as Tests of Church Membership	Rev. Kinsley Twining	New Englander and Yale Review: October 1873: 670-691
560350	 10,284 	MAG	1876	Old WOman's Gossip, XI	Frances Anne Kemble	Atlantic Monthly: June 1876: 711-726
559050	 6,763 	MAG	1877	The Electoral Commission and its Bearings	Charles R. Buckalew	North American Review: March 1877: 161-179
577950	 6,810 	MAG	1882	Studies in the South		Atlantic Monthly: May 1882: 673-685
578050	 6,985 	MAG	1882	How shall the American Savage be Civilized?	George S. Wilson	Atlantic Monthly: November 1882: 596-607
571150	 3,877 	MAG	1885	Government by Party		New Englander and Yale Review: November 1885: 757-768
571250	 7,396 	MAG	1886	The Services Capital Renders to Labor	Henry T. Terry	New Englander and Yale Review: June 1886: 498-517
550050	 5,957 	MAG	1889	Nashville	A. S. Colyar	New England Magazine: October 1889: 130-144
572150	 4,224 	MAG	1891	Caucus Legislation	Linton Satterthwait	New Englander and Yale Review: May 1891: 297-309
572250	 5,246 	MAG	1891	Address at the Yale Law School Commencement: Protection to Private Property from Public Attack	Hon. D. J. Brewer	New Englander and Yale Review: August 1891: 97-111
562750	 4,982 	MAG	1896	Can the Criminal Be Reclaimed?	Dr. H. S. Williams	North American Review: August 1896: 207-219
592150	 6,866 	MAG	1899	Reminiscences of Julia Ward Howe	Julia Ward Howe	Atlantic Monthly: May 1899: 701-712
499750	 6,235 	MAG	1899	Sailing Alone Around the World.  II.  A Rough Time in the Strait of Magellan	Joshua Slocum	Century: Oct 1899: 938-952
440450	 4,333 	MAG	1901	Confessions of a minister's wife	Anonymous	The Atlantic Monthly: Feb 1901: p. 202
486650	 1,304 	MAG	1902	Killing the Mandarin		The Nation: 10/23/1902, Vol. 75 Issue 1947, p318-318, 2/3p
430050	 11,084 	MAG	1902	The Recollections of a Player	J. H. Stoddart	Century: 1902: June: 290-303
486450	 5,791 	MAG	1904	Notes		The Nation: 12/29/1904, Vol. 79 Issue 2061, p521-524, 4p
486750	 5,666 	MAG	1904	Notes		The Nation: 12/1/1904, Vol. 79 Issue 2057, p435-438, 4p
474050	 2,377 	MAG	1905	A doctor to kings	Edmund Gosse	Harpers: 1905-01 p. 173-178
430150	 1,802 	MAG	1905	The Ideals of the East	Frederick W. Gookin	Dial: 1905: : 39-41
430250	 5,554 	MAG	1906	What is Slang?	Edwin W. Bowen	Popular Science: 1906: February: 127-138
430350	 2,045 	MAG	1908	Railway Regulation	John J. Halsey	Dial: 1908: : 130-132
474750	 3,038 	MAG	1908	Clouds	Arthur William Clayden	Harpers: 1908-07 p. 213-220
437950	 7,005 	MAG	1908	Honest literary criticism	Charles Miner Thompson	The Atlantic Monthly: Aug 1908: p. 179
437650	 8,180 	MAG	1909	The German way of making better cities	Slyvester Baxter	The Atlantic Monthly: Jul 1909: p. 72
474850	 2,205 	MAG	1909	At the Land's End	Arthur Symons	Harpers: 1909-01 p. 219-225
486950	 1,407 	MAG	1910	Current Fiction		The Nation: 12/1/1910, Vol. 91 Issue 2370, p522-524, 3p
430450	 4,672 	MAG	1910	Intellectual Life in Japan	Paul S. Reinsch	Atlantic Monthly: 1910: October: 508-16
430550	 1,700 	MAG	1913	Teaching Journalism in a Great City	Talcott Williams	Independent: 1913: : 313-315
487150	 7,680 	MAG	1913	Literature		The Nation: 12/11/1913, Vol. 97 Issue 2528, p562-567, 6p
435950	 6,812 	MAG	1914	The last refuge of the spoilsman	An Observer	The Atlantic Monthly: Apr 1914: p. 433
493050	 2,793 	MAG	1915	Playing Germany's Game		The New Republic: 12/4/15, Vol. 5 Issue 57, p108-110, 3p
430650	 2,363 	MAG	1915	London as Usual—and yet—	Harold J. Howland	Independent: 1915: : 92-93
493150	 2,632 	MAG	1916	CORRESPONDENCE		The New Republic: 12/16/16, Vol. 9 Issue 111, p186-188, 3p
486250	 4,944 	MAG	1916	Editorial Articles		The Nation: 11/30/1916, Vol. 103 Issue 2683, p499-502, 4p
434750	 7,063 	MAG	1917	The schoolma'am of Squaw Peak. II	Laura Tilden Kent	The Atlantic Monthly: Apr 1917: p. 464
430750	 4,956 	MAG	1917	Soldiers of the Soil	David F. Houston	National Geographic: 1917: March: 273-280
486150	 2,757 	MAG	1921	The Diary of Sir Roger Casement		The Nation: 12/28/1921, Vol. 113 Issue 2947, p754-756, 3p
493250	 2,582 	MAG	1921	The Week		The New Republic: 12/21/21, Vol. 29 Issue 368, p83-86, 4p
433150	 6,766 	MAG	1921	England's Navy and disarmament	Arthur Hungerford Pollen	The Atlantic Monthly: Dec 1921: p. 818
430850	 2,511 	MAG	1921	'Give Us This Day Our Daily Bread'	Edward A. Filene	Century: 1921: September: 769-773
467450	 3,911 	MAG	1922	Memories and my mother (part I)	Harrison Rhodes	Harpers: 1922-05 p. 746-752
253650	 335 	MAG	1923	[Milestones]		Time Magazine: 1923/04/28
163750	 327 	MAG	1923	The New Pictures		Time Magazine: 1923/12/16
219750	 273 	MAG	1923	[Miscellany]		Time Magazine: 1923/04/21
219850	 171 	MAG	1923	The Peak?		Time Magazine: 1923/10/12
219950	 201 	MAG	1923	' Inefficiency! '		Time Magazine: 1923/03/31
220050	 57 	MAG	1923	Straight Publishing		Time Magazine: 1923/03/31
220250	 375 	MAG	1923	[Foreign News]		Time Magazine: 1923/03/10
467550	 4,697 	MAG	1923	The art of courtship	Walter Lionel George	Harpers: 1923-01 p. 212-218
467650	 5,347 	MAG	1923	The swarm	Dallas Lore Sharp	Harpers: 1923-09 p. 485-492
487250	 2,664 	MAG	1923	Germany's Political Failures	Villard, Oswald Garrison	The Nation: 12/19/1923, Vol. 117 Issue 3050, p705-707, 3p
254350	 106 	MAG	1923	Farm Credits		Time Magazine: 1923/03/03
254450	 413 	MAG	1923	Sophisticates		Time Magazine: 1923/03/03
220350	 434 	MAG	1924	Grindell-Mathews		Time Magazine: 1924/08/25
253750	 109 	MAG	1924	$500 Profit		Time Magazine: 1924/01/21
301250	 388 	MAG	1924	Castigating Audiences		Time Magazine: 1924/04/21
448250	 6,608 	MAG	1924	The chimera of monopoly	Ambrose Pare Winston	The Atlantic Monthly: Nov 1924: p. 681
163350	 188 	MAG	1924	Cochon!		Time Magazine: 1924/03/10
253450	 184 	MAG	1924	Don Juan		Time Magazine: 1924/08/28
151850	 265 	MAG	1924	'Great Soloist'		Time Magazine: 1924/08/19
151950	 203 	MAG	1924	Leave Season		Time Magazine: 1924/10/20
299650	 68 	MAG	1925	Mrs. Bushbaum		Time Magazine: 1925/08/25
300450	 540 	MAG	1925	New Plays		Time Magazine: 1925/10/12
493350	 828 	MAG	1925	Some Recent Films	Wilson, Edmund	The New Republic: 12/16/25, Vol. 45 Issue 576, p109-109, 2/3p
300650	 159 	MAG	1925	Galli		Time Magazine: 1925/01/26
467950	 3,323 	MAG	1925	The wife of Abraham Lincoln	Gamaliel Bradford	Harpers: 1925-09 p. 489-498
253850	 115 	MAG	1925	'Humiliation Day'		Time Magazine: 1925/06/22
254550	 485 	MAG	1925	Notes		Time Magazine: 1925/02/20
253950	 420 	MAG	1926	[People]		Time Magazine: 1926/09/20
468150	 6,111 	MAG	1926	The Philippine muddle	William Howard Gardiner	Harpers: 1926-11 p. 714-723
220450	 168 	MAG	1926	In Miami and Paris		Time Magazine: 1926/06/28
490150	 3,089 	MAG	1926	Talk of the Town	Unknown	New Yorker: 1926-12-18: p. 19-23
430950	 2,880 	MAG	1926	Animals and Death	Sir W. Beach Thomas	Atlantic Monthly: 1926: September: 347-351
163850	 147 	MAG	1926	Greek Debt		Time Magazine: 1926/02/01
152250	 477 	MAG	1926	Merchant Marine		Time Magazine: 1926/02/17
152050	 455 	MAG	1927	[Milestones]		Time Magazine: 1927/06/27
163450	 496 	MAG	1927	Armistice		Time Magazine: 1927/11/21
254650	 109 	MAG	1927	Monosyllabic Marathoner		Time Magazine: 1927/01/10
163950	 192 	MAG	1927	Kindly Murder		Time Magazine: 1927/01/24
254050	 158 	MAG	1928	Great Sport		Time Magazine: 1928/06/11
254150	 335 	MAG	1928	'Silver Greyhound'		Time Magazine: 1928/12/02
254250	 460 	MAG	1928	Political Theorist		Time Magazine: 1928/08/20
164050	 483 	MAG	1928	[Letters]		Time Magazine: 1928/04/16
164150	 502 	MAG	1928	Majesty Returns		Time Magazine: 1928/06/23
164250	 458 	MAG	1928	[Letters]		Time Magazine: 1928/03/26
164350	 392 	MAG	1928	Bullets & Shell		Time Magazine: 1928/04/09
164450	 130 	MAG	1928	Rice Campaign		Time Magazine: 1928/04/23
164550	 115 	MAG	1928	Meritorious Countesses		Time Magazine: 1928/06/18
164650	 151 	MAG	1928	Gelatin for Babies		Time Magazine: 1928/06/16
220550	 162 	MAG	1928	Nebraska Tooth		Time Magazine: 1928/02/27
300550	 85 	MAG	1928	The Senate Week		Time Magazine: 1928/12/17
300750	 163 	MAG	1928	'Al's Here'		Time Magazine: 1928/08/13
300850	 86 	MAG	1928	Ratification after Assassination		Time Magazine: 1928/08/27
300950	 477 	MAG	1928	Bulls' Pride		Time Magazine: 1928/10/29
301050	 437 	MAG	1928	In Room 349		Time Magazine: 1928/12/24
254750	 164 	MAG	1928	Conspiracy		Time Magazine: 1928/01/09
163150	 141 	MAG	1928	Doctor's Dilemma		Time Magazine: 1928/06/07
163250	 383 	MAG	1928	Gobi		Time Magazine: 1928/09/28
163550	 250 	MAG	1928	Made to See		Time Magazine: 1928/03/12
163650	 431 	MAG	1928	The Nomination		Time Magazine: 1928/06/25
299950	 460 	MAG	1928	Authors		Time Magazine: 1928/09/03
300050	 541 	MAG	1928	Amateur Clubmen		Time Magazine: 1928/09/24
300150	 475 	MAG	1928	Hoover Men		Time Magazine: 1928/11/19
300250	 193 	MAG	1928	Pathological Addiction		Time Magazine: 1928/12/03
300350	 200 	MAG	1928	Youngest		Time Magazine: 1928/12/31
299750	 51 	MAG	1928	Mosquito Killer		Time Magazine: 1928/09/10
299850	 339 	MAG	1928	Igakuhakushi		Time Magazine: 1928/09/17
152150	 514 	MAG	1929	Crucial Slap		Time Magazine: 1929/10/15
253550	 336 	MAG	1929	Earnings		Time Magazine: 1929/02/25
254850	 365 	MAG	1929	[Miscellany]		Time Magazine: 1929/04/15
164750	 448 	MAG	1929	The New Pictures		Time Magazine: 1929/11/04
301150	 548 	MAG	1929	Iturbi		Time Magazine: 1929/12/30
220150	 70 	MAG	1929	General v. Girls		Time Magazine: 1929/03/25
468550	 5,345 	MAG	1929	Society, English and American	Mary Borden	Harpers: 1929-03 p. 435-442
301350	 468 	MAG	1929	American Association		Time Magazine: 1929/01/07
468750	 5,456 	MAG	1930	Two childhoods	John Langdon-Davies	Harpers: 1930-05 p. 749-756
164850	 432 	MAG	1930	Grand National		Time Magazine: 1930/04/07
490250	 3,536 	MAG	1930	Talk of the Town	Albert, Dora	New Yorker: 1930-02-15: p. 11-15
431050	 2,081 	MAG	1932	Lipton's First Sweetheart	Sara Worthem Roberts	Good Housekeeping: 1932: October: 38-39, 114
469450	 5,081 	MAG	1934	Whose child is the NRA?	John T. (John Thomas) Flynn	Harpers: 1934-09 p. 385-394
493750	 2,577 	MAG	1934	Security for Americans I: Social Insurance Comes to the Fore	Epstein, Abraham	The New Republic: 11/21/34, Vol. 81 Issue 1042, p37-39, 3p
154650	 465 	MAG	1935	Black Dirt (Cont'd)		Time Magazine: 1935/08/12
469650	 7,317 	MAG	1935	Is radio censored?	Henry Adams Bellows	Harpers: 1935-11 p. 697-709
487350	 2,199 	MAG	1935	Louisiana Skin Game	Beals, Carleton<BR>Plenn, Abel	The Nation: 12/25/1935, Vol. 141 Issue 3677, p738-740, 3p
141050	 473 	MAG	1936	Little Markets		Time Magazine: 1936/06/01
141150	 382 	MAG	1936	Montalvo's Maecenas		Time Magazine: 1936/06/15
141250	 145 	MAG	1936	Lettuce		Time Magazine: 1936/11/13
141350	 549 	MAG	1936	Nine Lives		Time Magazine: 1936/08/17
141450	 126 	MAG	1936	Sister		Time Magazine: 1936/09/14
154750	 493 	MAG	1936	Birdseye Blurb		Time Magazine: 1936/12/28
153550	 450 	MAG	1937	New Road Old		Time Magazine: 1937/08/05
153650	 540 	MAG	1937	59 Minutes		Time Magazine: 1937/08/16
153750	 369 	MAG	1937	Big Apple		Time Magazine: 1937/09/13
153850	 506 	MAG	1937	Strategists Differ		Time Magazine: 1937/11/08
154850	 499 	MAG	1937	Elucidator		Time Magazine: 1937/09/27
154950	 348 	MAG	1938	Die-Hard Puritan		Time Magazine: 1938/11/14
155050	 302 	MAG	1938	Winnetka's Ickes		Time Magazine: 1938/12/26
153950	 442 	MAG	1938	After Jones		Time Magazine: 1938/06/06
154050	 165 	MAG	1938	Products Make Traffic		Time Magazine: 1938/08/01
431150	 1,246 	MAG	1938	Does Your Family Like Vegetables?	Dorothy Marsh	Good Housekeeping: 1938: December: 124-125, 160-161
154150	 509 	MAG	1939	Seven Against One		Time Magazine: 1939/01/09
154250	 490 	MAG	1939	Religion and Democracy		Time Magazine: 1939/01/16
154350	 301 	MAG	1939	At Oconomowoc		Time Magazine: 1939/02/06
154450	 491 	MAG	1939	[Letters]		Time Magazine: 1939/04/03
154550	 533 	MAG	1939	President & Press		Time Magazine: 1939/08/24
155150	 335 	MAG	1939	Giotto to Grant Wood		Time Magazine: 1939/10/23
